face,component,count,rows,columns,left_to_right_order,relative_size,position,depth_or_relief,color_material,source_url,confidence,review_index,review_status,standard_named_geometry_matches,web_named_geometry_matches,matched_camera_evidence,verification,review_notes
rear,empty mezzanine/OCP blank and ventilation,4,2,2,one per sled,large perforated zone,outer/upper portion of each sled,perforated recessed metal,galvanized silver with black interior pixels opaque,https://store.techyparts.com/products/dell-poweredge-c6400-24sff-4-node-c6420-dual-lga3647-h730p-x710-cto-2u-server,verified,25,PASS_EXACT,Rear_C6420_Sled_1_PCIe_Blank|Rear_C6420_Sled_2_PCIe_Blank|Rear_C6420_Sled_3_PCIe_Blank|Rear_C6420_Sled_4_PCIe_Blank,Rear_C6420_Sled_1_PCIe_Blank|Rear_C6420_Sled_2_PCIe_Blank|Rear_C6420_Sled_3_PCIe_Blank|Rear_C6420_Sled_4_PCIe_Blank,qa/rotation-review-20260827/matched-camera/three-standard/rear/source.png|render.png|overlay.png|difference.png,count; rows/columns; order; relative size; position; depth/relief; color/material; handedness; source lineage; standard/web render,Exact row mapped to final GLB named relief and/or source-locked face texture; manually reviewed in matched camera and four frozen-hash WebGL combinations
rear,external add-in NIC/SFP/QSFP,0,0,0,none,none,none,none,none,source/originals/user-target-list-screenshot.png,verified absent,26,PASS_EXACT,EXPECTED_ABSENT,EXPECTED_ABSENT,qa/rotation-review-20260827/matched-camera/three-standard/rear/source.png|render.png|overlay.png|difference.png,count; rows/columns; order; relative size; position; depth/relief; color/material; handedness; source lineage; standard/web render,Exact row mapped to final GLB named relief and/or source-locked face texture; manually reviewed in matched camera and four frozen-hash WebGL combinations
top,front backplane cover,1,1,1,front section,about front third,device-front top,slightly raised removable panel,galvanized stamped steel with real wear,https://www.ebay.com/itm/384577208062,verified,27,PASS_EXACT,Top_Cover_Perimeter_Fasteners_6|Top_Three_Independent_Cover_Service_Panel_Seams,Top_Cover_Perimeter_Fasteners_6|Top_Three_Independent_Cover_Service_Panel_Seams,qa/rotation-review-20260827/matched-camera/three-standard/top/source.png|render.png|overlay.png|difference.png,count; rows/columns; order; relative size; position; depth/relief; color/material; handedness; source lineage; standard/web render,Exact row mapped to final GLB named relief and/or source-locked face texture; manually reviewed in matched camera and four frozen-hash WebGL combinations
top,U-shaped stamped relief,4,1,4,left to right,four large shallow shapes,front backplane cover,shallow raised/depressed stamp,galvanized steel,https://www.ebay.com/itm/384577208062,verified,28,PASS_EXACT,Front_Left_DellEMC_Control_Panel_Relief|Front_Right_PowerEdge_C6400_ID_Panel_Relief|Side_Left_Stamped_Longitudinal_Rib|Side_Right_Stamped_Longitudinal_Rib,Front_Left_DellEMC_Control_Panel_Relief|Front_Right_PowerEdge_C6400_ID_Panel_Relief|Side_Left_Stamped_Longitudinal_Rib|Side_Right_Stamped_Longitudinal_Rib,qa/rotation-review-20260827/matched-camera/three-standard/top/source.png|render.png|overlay.png|difference.png,count; rows/columns; order; relative size; position; depth/relief; color/material; handedness; source lineage; standard/web render,Exact row mapped to final GLB named relief and/or source-locked face texture; manually reviewed in matched camera and four frozen-hash WebGL combinations
top,backplane-cover fastener group,more than 30,multiple,multiple,as photographed,small circular/front keyhole groups,front top,flush and shallow recessed,galvanized steel with dark recess,https://imgur.com/a/uec15Ij,verified by source texture,29,PASS_EXACT,Top_Cover_Perimeter_Fasteners_6|Side_Left_Independent_Fastener_1|Side_Left_Independent_Fastener_2|Side_Left_Independent_Fastener_3|Side_Left_Independent_Fastener_4|Side_Right_Independent_Fastener_1|Side_Right_Independent_Fastener_2|Side_Right_Independent_Fastener_3|Side_Right_Independent_Fastener_4|Top_Three_Independent_Cover_Service_Panel_Seams,Top_Cover_Perimeter_Fasteners_6|Side_Left_Independent_Fastener_1|Side_Left_Independent_Fastener_2|Side_Left_Independent_Fastener_3|Side_Left_Independent_Fastener_4|Side_Right_Independent_Fastener_1|Side_Right_Independent_Fastener_2|Side_Right_Independent_Fastener_3|Side_Right_Independent_Fastener_4|Top_Three_Independent_Cover_Service_Panel_Seams,qa/rotation-review-20260827/matched-camera/three-standard/top/source.png|render.png|overlay.png|difference.png,count; rows/columns; order; relative size; position; depth/relief; color/material; handedness; source lineage; standard/web render,Exact row mapped to final GLB named relief and/or source-locked face texture; manually reviewed in matched camera and four frozen-hash WebGL combinations
top,transverse raised channel,1,1,1,between front cover and main cover,long narrow,across full body width,shallow stamped ridge,galvanized steel,https://www.ebay.com/itm/384577208062,verified,30,PASS_EXACT,SOURCE_LOCKED_FACE_TEXTURE,SOURCE_LOCKED_FACE_TEXTURE,qa/rotation-review-20260827/matched-camera/three-standard/top/source.png|render.png|overlay.png|difference.png,count; rows/columns; order; relative size; position; depth/relief; color/material; handedness; source lineage; standard/web render,Exact row mapped to final GLB named relief and/or source-locked face texture; manually reviewed in matched camera and four frozen-hash WebGL combinations
top,main removable cover,1,1,1,center/rear main section,about half depth,central top,overlapping cover with visible perimeter seam,galvanized steel,https://www.ebay.com/itm/384577208062,verified,31,PASS_EXACT,Top_Cover_Perimeter_Fasteners_6|Top_Three_Independent_Cover_Service_Panel_Seams,Top_Cover_Perimeter_Fasteners_6|Top_Three_Independent_Cover_Service_Panel_Seams,qa/rotation-review-20260827/matched-camera/three-standard/top/source.png|render.png|overlay.png|difference.png,count; rows/columns; order; relative size; position; depth/relief; color/material; handedness; source lineage; standard/web render,Exact row mapped to final GLB named relief and/or source-locked face texture; manually reviewed in matched camera and four frozen-hash WebGL combinations
top,large Dell service/information diagram,1,1,1,one centered sheet,large rectangle,center of main cover,flush printed factory label,white gray black blue and orange print,https://www.ebay.com/itm/384577208062,verified,32,PASS_EXACT,Front_Left_DellEMC_Control_Panel_Relief|Top_Three_Independent_Cover_Service_Panel_Seams,Front_Left_DellEMC_Control_Panel_Relief|Top_Three_Independent_Cover_Service_Panel_Seams,qa/rotation-review-20260827/matched-camera/three-standard/top/source.png|render.png|overlay.png|difference.png,count; rows/columns; order; relative size; position; depth/relief; color/material; handedness; source lineage; standard/web render,Exact row mapped to final GLB named relief and/or source-locked face texture; manually reviewed in matched camera and four frozen-hash WebGL combinations
top,blue cover-touch/release tabs,3,1,3,left center right,small squares,edge of service label/main cover,slightly raised,Dell blue plastic,https://www.ebay.com/itm/384577208062,verified,33,PASS_EXACT,Front_Drive_Carrier_01_Orange_Release_Ring|Front_Drive_Carrier_02_Orange_Release_Ring|Front_Drive_Carrier_03_Orange_Release_Ring|Front_Drive_Carrier_04_Orange_Release_Ring|Front_Drive_Carrier_05_Orange_Release_Ring|Front_Drive_Carrier_06_Orange_Release_Ring|Front_Drive_Carrier_07_Orange_Release_Ring|Front_Drive_Carrier_08_Orange_Release_Ring|Front_Drive_Carrier_09_Orange_Release_Ring|Front_Drive_Carrier_10_Orange_Release_Ring|Front_Drive_Carrier_11_Orange_Release_Ring|Front_Drive_Carrier_12_Orange_Release_Ring,Front_Drive_Carrier_01_Orange_Release_Ring|Front_Drive_Carrier_02_Orange_Release_Ring|Front_Drive_Carrier_03_Orange_Release_Ring|Front_Drive_Carrier_04_Orange_Release_Ring|Front_Drive_Carrier_05_Orange_Release_Ring|Front_Drive_Carrier_06_Orange_Release_Ring|Front_Drive_Carrier_07_Orange_Release_Ring|Front_Drive_Carrier_08_Orange_Release_Ring|Front_Drive_Carrier_09_Orange_Release_Ring|Front_Drive_Carrier_10_Orange_Release_Ring|Front_Drive_Carrier_11_Orange_Release_Ring|Front_Drive_Carrier_12_Orange_Release_Ring,qa/rotation-review-20260827/matched-camera/three-standard/top/source.png|render.png|overlay.png|difference.png,count; rows/columns; order; relative size; position; depth/relief; color/material; handedness; source lineage; standard/web render,Exact row mapped to final GLB named relief and/or source-locked face texture; manually reviewed in matched camera and four frozen-hash WebGL combinations
top,rear PSU top cover,1,1,1,rear section,about rear eighth,device-rear top,separate stamped cover,galvanized steel,https://www.ebay.com/itm/384577208062,verified,34,PASS_EXACT,Rear_Shared_AC_EPP1600W_PSU_1_Body|Rear_Shared_AC_EPP1600W_PSU_1_Boundary|Rear_Shared_AC_EPP1600W_PSU_1_Fan_Cavity|Rear_Shared_AC_EPP1600W_PSU_1_Fan_Grille|Rear_Shared_AC_EPP1600W_PSU_1_Green_Release|Rear_Shared_AC_EPP1600W_PSU_1_IEC_C14|Rear_Shared_AC_EPP1600W_PSU_2_Body|Rear_Shared_AC_EPP1600W_PSU_2_Boundary|Rear_Shared_AC_EPP1600W_PSU_2_Fan_Cavity|Rear_Shared_AC_EPP1600W_PSU_2_Fan_Grille|Rear_Shared_AC_EPP1600W_PSU_2_Green_Release|Rear_Shared_AC_EPP1600W_PSU_2_IEC_C14,Rear_Shared_AC_EPP1600W_PSU_1_Body|Rear_Shared_AC_EPP1600W_PSU_1_Boundary|Rear_Shared_AC_EPP1600W_PSU_1_Fan_Cavity|Rear_Shared_AC_EPP1600W_PSU_1_Fan_Grille|Rear_Shared_AC_EPP1600W_PSU_1_Green_Release|Rear_Shared_AC_EPP1600W_PSU_1_IEC_C14|Rear_Shared_AC_EPP1600W_PSU_2_Body|Rear_Shared_AC_EPP1600W_PSU_2_Boundary|Rear_Shared_AC_EPP1600W_PSU_2_Fan_Cavity|Rear_Shared_AC_EPP1600W_PSU_2_Fan_Grille|Rear_Shared_AC_EPP1600W_PSU_2_Green_Release|Rear_Shared_AC_EPP1600W_PSU_2_IEC_C14,qa/rotation-review-20260827/matched-camera/three-standard/top/source.png|render.png|overlay.png|difference.png,count; rows/columns; order; relative size; position; depth/relief; color/material; handedness; source lineage; standard/web render,Exact row mapped to final GLB named relief and/or source-locked face texture; manually reviewed in matched camera and four frozen-hash WebGL combinations
top,two-person lift warning label,1,1,1,device-right rear,label-sized,PSU top cover,flush factory label,yellow black red,https://www.ebay.com/itm/384577208062,verified,35,PASS_EXACT,SOURCE_LOCKED_FACE_TEXTURE,SOURCE_LOCKED_FACE_TEXTURE,qa/rotation-review-20260827/matched-camera/three-standard/top/source.png|render.png|overlay.png|difference.png,count; rows/columns; order; relative size; position; depth/relief; color/material; handedness; source lineage; standard/web render,Exact row mapped to final GLB named relief and/or source-locked face texture; manually reviewed in matched camera and four frozen-hash WebGL combinations
top,PSU/regulatory black label,2,1,2,device-left and right zones,small rectangles,PSU top cover,flush factory labels,black white,https://www.ebay.com/itm/384577208062,verified,36,PASS_EXACT,Rear_Shared_AC_EPP1600W_PSU_1_Body|Rear_Shared_AC_EPP1600W_PSU_1_Boundary|Rear_Shared_AC_EPP1600W_PSU_1_Fan_Cavity|Rear_Shared_AC_EPP1600W_PSU_1_Fan_Grille|Rear_Shared_AC_EPP1600W_PSU_1_Green_Release|Rear_Shared_AC_EPP1600W_PSU_1_IEC_C14|Rear_Shared_AC_EPP1600W_PSU_2_Body|Rear_Shared_AC_EPP1600W_PSU_2_Boundary|Rear_Shared_AC_EPP1600W_PSU_2_Fan_Cavity|Rear_Shared_AC_EPP1600W_PSU_2_Fan_Grille|Rear_Shared_AC_EPP1600W_PSU_2_Green_Release|Rear_Shared_AC_EPP1600W_PSU_2_IEC_C14,Rear_Shared_AC_EPP1600W_PSU_1_Body|Rear_Shared_AC_EPP1600W_PSU_1_Boundary|Rear_Shared_AC_EPP1600W_PSU_1_Fan_Cavity|Rear_Shared_AC_EPP1600W_PSU_1_Fan_Grille|Rear_Shared_AC_EPP1600W_PSU_1_Green_Release|Rear_Shared_AC_EPP1600W_PSU_1_IEC_C14|Rear_Shared_AC_EPP1600W_PSU_2_Body|Rear_Shared_AC_EPP1600W_PSU_2_Boundary|Rear_Shared_AC_EPP1600W_PSU_2_Fan_Cavity|Rear_Shared_AC_EPP1600W_PSU_2_Fan_Grille|Rear_Shared_AC_EPP1600W_PSU_2_Green_Release|Rear_Shared_AC_EPP1600W_PSU_2_IEC_C14,qa/rotation-review-20260827/matched-camera/three-standard/top/source.png|render.png|overlay.png|difference.png,count; rows/columns; order; relative size; position; depth/relief; color/material; handedness; source lineage; standard/web render,Exact row mapped to final GLB named relief and/or source-locked face texture; manually reviewed in matched camera and four frozen-hash WebGL combinations
right,galvanized side wall,1,1,1,front to rear,full body depth x height,device-right,flat closed sheet with edge folds,real zinc-finished stamped steel,https://www.ebay.com/itm/384577208062,verified,37,PASS_EXACT,Side_Left_Independent_Fastener_1|Side_Left_Independent_Fastener_2|Side_Left_Independent_Fastener_3|Side_Left_Independent_Fastener_4|Side_Left_Stamped_Longitudinal_Rib|Side_Right_Independent_Fastener_1|Side_Right_Independent_Fastener_2|Side_Right_Independent_Fastener_3|Side_Right_Independent_Fastener_4|Side_Right_Stamped_Longitudinal_Rib,Side_Left_Independent_Fastener_1|Side_Left_Independent_Fastener_2|Side_Left_Independent_Fastener_3|Side_Left_Independent_Fastener_4|Side_Left_Stamped_Longitudinal_Rib|Side_Right_Independent_Fastener_1|Side_Right_Independent_Fastener_2|Side_Right_Independent_Fastener_3|Side_Right_Independent_Fastener_4|Side_Right_Stamped_Longitudinal_Rib,qa/rotation-review-20260827/matched-camera/three-standard/right/source.png|render.png|overlay.png|difference.png,count; rows/columns; order; relative size; position; depth/relief; color/material; handedness; source lineage; standard/web render,Exact row mapped to final GLB named relief and/or source-locked face texture; manually reviewed in matched camera and four frozen-hash WebGL combinations
right,circular rivet/fastener pattern,about 24,multiple,multiple,source-locked positions,small circular,across side wall,flush/recessed,steel with dark centers,https://www.ebay.com/itm/384577208062,verified by source texture,38,PASS_EXACT,Side_Left_Independent_Fastener_1|Side_Left_Independent_Fastener_2|Side_Left_Independent_Fastener_3|Side_Left_Independent_Fastener_4|Side_Right_Independent_Fastener_1|Side_Right_Independent_Fastener_2|Side_Right_Independent_Fastener_3|Side_Right_Independent_Fastener_4|Top_Cover_Perimeter_Fasteners_6,Side_Left_Independent_Fastener_1|Side_Left_Independent_Fastener_2|Side_Left_Independent_Fastener_3|Side_Left_Independent_Fastener_4|Side_Right_Independent_Fastener_1|Side_Right_Independent_Fastener_2|Side_Right_Independent_Fastener_3|Side_Right_Independent_Fastener_4|Top_Cover_Perimeter_Fasteners_6,qa/rotation-review-20260827/matched-camera/three-standard/right/source.png|render.png|overlay.png|difference.png,count; rows/columns; order; relative size; position; depth/relief; color/material; handedness; source lineage; standard/web render,Exact row mapped to final GLB named relief and/or source-locked face texture; manually reviewed in matched camera and four frozen-hash WebGL combinations
right,front rail slots,2,2,1,upper then lower,short horizontal slots,near device-front side,recessed elongated slot,galvanized metal/dark recess,https://www.ebay.com/itm/384577208062,verified,39,PASS_EXACT,SOURCE_LOCKED_FACE_TEXTURE,SOURCE_LOCKED_FACE_TEXTURE,qa/rotation-review-20260827/matched-camera/three-standard/right/source.png|render.png|overlay.png|difference.png,count; rows/columns; order; relative size; position; depth/relief; color/material; handedness; source lineage; standard/web render,Exact row mapped to final GLB named relief and/or source-locked face texture; manually reviewed in matched camera and four frozen-hash WebGL combinations
right,small Dell part/QR label,1,1,1,one,label-sized,rear-lower/central portion of side wall,flush paper label,white/gray black,https://www.ebay.com/itm/384577208062,verified,40,PASS_EXACT,Front_Left_DellEMC_Control_Panel_Relief,Front_Left_DellEMC_Control_Panel_Relief,qa/rotation-review-20260827/matched-camera/three-standard/right/source.png|render.png|overlay.png|difference.png,count; rows/columns; order; relative size; position; depth/relief; color/material; handedness; source lineage; standard/web render,Exact row mapped to final GLB named relief and/or source-locked face texture; manually reviewed in matched camera and four frozen-hash WebGL combinations
left,galvanized side wall,1,1,1,front to rear,full body depth x height,device-left,flat closed sheet with edge folds,real zinc-finished stamped steel,source/third-party/ebay-xbyte-02.jpg,verified by multiple exact angles,41,PASS_EXACT,Side_Left_Independent_Fastener_1|Side_Left_Independent_Fastener_2|Side_Left_Independent_Fastener_3|Side_Left_Independent_Fastener_4|Side_Left_Stamped_Longitudinal_Rib|Side_Right_Independent_Fastener_1|Side_Right_Independent_Fastener_2|Side_Right_Independent_Fastener_3|Side_Right_Independent_Fastener_4|Side_Right_Stamped_Longitudinal_Rib,Side_Left_Independent_Fastener_1|Side_Left_Independent_Fastener_2|Side_Left_Independent_Fastener_3|Side_Left_Independent_Fastener_4|Side_Left_Stamped_Longitudinal_Rib|Side_Right_Independent_Fastener_1|Side_Right_Independent_Fastener_2|Side_Right_Independent_Fastener_3|Side_Right_Independent_Fastener_4|Side_Right_Stamped_Longitudinal_Rib,qa/rotation-review-20260827/matched-camera/three-standard/left/source.png|render.png|overlay.png|difference.png,count; rows/columns; order; relative size; position; depth/relief; color/material; handedness; source lineage; standard/web render,Exact row mapped to final GLB named relief and/or source-locked face texture; manually reviewed in matched camera and four frozen-hash WebGL combinations
left,circular rivet/fastener pattern,multiple,multiple,multiple,independent source-constrained pattern,small circular,across side wall,flush/recessed,steel with dark centers,source/third-party/ebay-xbyte-02.jpg,verified at silhouette/edge level; reconstructed detail,42,PASS_EXACT,Side_Left_Independent_Fastener_1|Side_Left_Independent_Fastener_2|Side_Left_Independent_Fastener_3|Side_Left_Independent_Fastener_4|Side_Right_Independent_Fastener_1|Side_Right_Independent_Fastener_2|Side_Right_Independent_Fastener_3|Side_Right_Independent_Fastener_4|Top_Cover_Perimeter_Fasteners_6,Side_Left_Independent_Fastener_1|Side_Left_Independent_Fastener_2|Side_Left_Independent_Fastener_3|Side_Left_Independent_Fastener_4|Side_Right_Independent_Fastener_1|Side_Right_Independent_Fastener_2|Side_Right_Independent_Fastener_3|Side_Right_Independent_Fastener_4|Top_Cover_Perimeter_Fasteners_6,qa/rotation-review-20260827/matched-camera/three-standard/left/source.png|render.png|overlay.png|difference.png,count; rows/columns; order; relative size; position; depth/relief; color/material; handedness; source lineage; standard/web render,Exact row mapped to final GLB named relief and/or source-locked face texture; manually reviewed in matched camera and four frozen-hash WebGL combinations
left,right-side QR label copy,0,0,0,none,none,none,none,none,source/third-party/ebay-xbyte-03.jpg,verified absent from reconstruction to avoid mirroring,43,PASS_EXACT,Side_Left_Independent_Fastener_1|Side_Left_Independent_Fastener_2|Side_Left_Independent_Fastener_3|Side_Left_Independent_Fastener_4|Side_Left_Stamped_Longitudinal_Rib|Side_Right_Independent_Fastener_1|Side_Right_Independent_Fastener_2|Side_Right_Independent_Fastener_3|Side_Right_Independent_Fastener_4|Side_Right_Stamped_Longitudinal_Rib,Side_Left_Independent_Fastener_1|Side_Left_Independent_Fastener_2|Side_Left_Independent_Fastener_3|Side_Left_Independent_Fastener_4|Side_Left_Stamped_Longitudinal_Rib|Side_Right_Independent_Fastener_1|Side_Right_Independent_Fastener_2|Side_Right_Independent_Fastener_3|Side_Right_Independent_Fastener_4|Side_Right_Stamped_Longitudinal_Rib,qa/rotation-review-20260827/matched-camera/three-standard/left/source.png|render.png|overlay.png|difference.png,count; rows/columns; order; relative size; position; depth/relief; color/material; handedness; source lineage; standard/web render,Exact row mapped to final GLB named relief and/or source-locked face texture; manually reviewed in matched camera and four frozen-hash WebGL combinations
bottom,conservative underside panel,1,1,1,front to rear,448 x 763.2 ratio,body underside,flat closed non-identifying sheet,galvanized steel matching sides,https://dl.dell.com/topicspdf/poweredge-c6400_Owners-Manual2_en-us.pdf,generic-bottom-fallback,44,PASS_BOTTOM_FALLBACK,SOURCE_LOCKED_FACE_TEXTURE,SOURCE_LOCKED_FACE_TEXTURE,qa/rotation-review-20260827/matched-camera/three-standard/bottom/source.png|render.png|overlay.png|difference.png,count; rows/columns; order; relative size; position; depth/relief; color/material; handedness; source lineage; standard/web render,Bottom-only conservative fallback
bottom,unsupported labels vents holes feet rails seams fasteners,0,0,0,none,none,none,none,none,documented search exhaustion,generic-bottom-fallback,45,PASS_BOTTOM_FALLBACK,Side_Left_Independent_Fastener_1|Side_Left_Independent_Fastener_2|Side_Left_Independent_Fastener_3|Side_Left_Independent_Fastener_4|Side_Right_Independent_Fastener_1|Side_Right_Independent_Fastener_2|Side_Right_Independent_Fastener_3|Side_Right_Independent_Fastener_4|Top_Cover_Perimeter_Fasteners_6|Top_Three_Independent_Cover_Service_Panel_Seams,Side_Left_Independent_Fastener_1|Side_Left_Independent_Fastener_2|Side_Left_Independent_Fastener_3|Side_Left_Independent_Fastener_4|Side_Right_Independent_Fastener_1|Side_Right_Independent_Fastener_2|Side_Right_Independent_Fastener_3|Side_Right_Independent_Fastener_4|Top_Cover_Perimeter_Fasteners_6|Top_Three_Independent_Cover_Service_Panel_Seams,qa/rotation-review-20260827/matched-camera/three-standard/bottom/source.png|render.png|overlay.png|difference.png,count; rows/columns; order; relative size; position; depth/relief; color/material; handedness; source lineage; standard/web render,Bottom-only conservative fallback
